RL-GNN-STREET,REUR
11,2
9,3
10,2
10,2
10,2
10,2
10,2
10,5
10,2
10,2
10,2
10,2
10,3
10,3
11,2
10,4
9,2
10,2
10,2
10,2
10,2
10,3
10,2
10,3
7,4
10,2
10,6
10,2
10,3
10,2
10,2
10,3
10,3
10,5
10,2
10,2
10,2
11,2
4,4
11,2
10,2
10,2
11,2
10,4
10,4
9,3
10,2
10,3
10,2
11,2
11,2
10,2
11,2
11,2
10,2
10,3
8,3
10,3
10,3
11,3
11,2
10,2
10,2
10,3
10,2
10,3
11,2
11,2
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,2
9,4
11,2
10,5
10,2
10,2
10,3
10,6
10,2
10,2
10,3
11,3
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,2
10,5
10,2
10,2
10,2
10,2
10,2
10,2
10,2
11,4
10,4
10,2
11,3
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,5
10,2
11,2
11,2
10,2
10,2
10,2
11,2
11,2
10,2
10,2
10,2
6,4
10,2
10,2
10,3
10,2
6,2
10,5
10,3
10,6
11,2
9,2
10,2
11,2
10,2
10,4
10,2
10,2
11,2
10,2
6,3
10,2
10,2
10,4
10,2
10,2
10,2
10,3
10,4
10,3
10,2
10,3
10,3
10,2
10,5
10,2
10,2
10,2
10,3
10,5
10,2
10,2
11,2
11,2
10,3
10,2
10,2
10,2
10,2
11,6
10,3
10,2
10,2
8,2
10,2
10,2
10,3
10,2
10,2
10,5
10,2
10,2
10,2
11,2
10,4
11,2
10,2
10,2
10,2
10,2
10,2
10,2
10,3
11,2
9,7
10,3
9,3
10,3
10,3
10,2
10,3
10,2
11,2
11,2
10,2
11,4
10,3
10,2
10,2
11,4
10,2
10,2
10,3
11,2
10,5
10,2
11,2
9,3
10,2
10,3
11,2
10,2
10,3
11,3
10,3
11,2
11,3
11,2
10,3
11,2
10,3
10,2
10,2
10,2
10,2
11,2
10,3
10,2
8,6
9,2
10,2
10,2
11,2
10,3
10,3
10,2
10,2
10,2
11,2
10,2
10,2
10,2
10,2
10,2
10,2
11,3
10,3
10,2
10,4
11,2
8,3
7,6
10,2
10,8
10,4
10,2
10,2
10,2
10,2
10,3
10,2
6,4
10,3
10,2
10,2
10,4
10,2
10,2
10,2
10,2
11,2
11,2
10,2
10,5
10,3
11,2
10,4
10,4
10,4
10,2
10,2
11,2
4,3
10,3
10,2
10,6
10,4
10,2
10,3
10,2
10,4
10,3
10,2
9,5
10,2
10,2
9,2
10,2
10,2
10,2
11,2
10,2
10,2
9,3
10,2
10,2
11,2
4,3
10,3
10,2
10,6
10,4
10,2
10,3
10,2
10,4
10,3
10,2
9,5
10,2
10,2
9,2
10,2
10,2
10,2
11,2
10,2
10,2
10,2
10,2
11,2
4,3
10,3
10,2
10,6
10,4
10,2
10,3
10,2
10,4
10,3
10,2
9,5
10,2
10,3
10,3
